Nickname,Fullname,RelatedNickname,RelatedFullname,RelationPercentage,Column1,Column7,Column8
ESS1,YJR017C,RPB2,YOR151C,0.988,,,
LSM8,YJR022W,LSM6,YDR378C,0.947,,,
LSM8,YJR022W,PRP3,YDR473C,0.837,,,
LSM8,YJR022W,LSM5,YER146W,0.92,,,
LSM8,YJR022W,KEM1,YGL173C,0.755,,,
LSM8,YJR022W,SMD1,YGR074W,0.722,,,
LSM8,YJR022W,SMD3,YLR147C,0.584,,,
LSM8,YJR022W,SMD2,YLR275W,0.974,,,
LSM8,YJR022W,LSM7,YNL147W,0.73,,,
CPR7,YJR032W,RVS161,YCR009C,0.353,,,
CPR7,YJR032W,HPR1,YDR138W,0.549,,,
CPR7,YJR032W,YRA1,YDR381W,0.59,,,
CPR7,YJR032W,THP2,YHR167W,0.663,,,
CPR7,YJR032W,NOT3,YIL038C,0.514,,,
CPR7,YJR032W,GVP36,YIL041W,0.353,,,
CPR7,YJR032W,TDH1,YJL052W,0.801,,,
CPR7,YJR032W,CDC3,YLR314C,0.514,,,
CPR7,YJR032W,MFT1,YML062C,0.663,,,
CPR7,YJR032W,HSC82,YMR186W,0.84,,,
CPR7,YJR032W,BEM4,YPL161C,0.33,,,
RAV1,YJR033C,SKP1,YDR328C,0.709,,,
HUL4,YJR036C,MCK1,YNL307C,0.321,,,
YJR041C,YJR041C,YRA1,YDR381W,0.447,,,
YJR041C,YJR041C,YKL214C,YKL214C,0.369,,,
YJR041C,YJR041C,STO1,YMR125W,0.982,,,
YJR041C,YJR041C,SRP1,YNL189W,0.987,,,
YJR041C,YJR041C,CBC2,YPL178W,0.989,,,
POL32,YJR043C,HSP26,YBR072W,0.615,,,
POL32,YJR043C,POL30,YBR088C,0.87,,,
POL32,YJR043C,CDC2,YDL102W,0.73,,,
POL32,YJR043C,RVS167,YDR388W,0.426,,,
ANB1,YJR047C,HYP2,YEL034W,0.416,,,
RAD7,YJR052W,HTA2,YBL003C,0.29,,,
RAD7,YJR052W,ELC1,YPL046C,0.404,,,
PTK2,YJR059W,CDC31,YOR257W,0.588,,,
CBF1,YJR060W,MRP1,YDR347W,0.372,,,
RPA12,YJR063W,RPB5,YBR154C,0.294,,,
RPA12,YJR063W,RPA14,YDR156W,0.769,,,
RPA12,YJR063W,RPC19,YNL113W,0.845,,,
RPA12,YJR063W,RPA49,YNL248C,0.974,,,
RPA12,YJR063W,RPB10,YOR210W,0.406,,,
RPA12,YJR063W,RPA43,YOR340C,0.975,,,
RPA12,YJR063W,RPA190,YOR341W,0.975,,,
RPA12,YJR063W,RPA135,YPR010C,0.406,,,
RPA12,YJR063W,RPC40,YPR110C,0.975,,,
RPA12,YJR063W,RPO26,YPR187W,0.641,,,
YAE1,YJR067C,YNL260C,YNL260C,0.984,,,
HAM1,YJR069C,VMA2,YBR127C,0.933,,,
EAF6,YJR082C,HTA2,YBL003C,0.298,,,
EAF6,YJR082C,VID21,YDR359C,0.899,,,
EAF6,YJR082C,EAF5,YEL018W,0.989,,,
EAF6,YJR082C,YGR002C,YGR002C,0.989,,,
EAF6,YJR082C,TRA1,YHR099W,0.323,,,
EAF6,YJR082C,ARP4,YJL081C,0.933,,,
EAF6,YJR082C,YAF9,YNL107W,0.989,,,
EAF6,YJR082C,YNL136W,YNL136W,0.275,,,
EAF6,YJR082C,ESA1,YOR244W,0.99,,,
EAF6,YJR082C,EAF3,YPR023C,0.642,,,
EAF6,YJR082C,YPR031W,YPR031W,0.989,,,
YJR084W,YJR084W,SEM1,YDR363W-A,0.975,,,
YJR084W,YJR084W,YRA1,YDR381W,0.93,,,
YJR084W,YJR084W,YGR126W,YGR126W,0.384,,,
YJR084W,YJR084W,STM1,YLR150W,0.384,,,
YJR084W,YJR084W,YPR045C,YPR045C,0.904,,,
BIR1,YJR089W,SLI15,YBR156C,0.952,,,
BIR1,YJR089W,SPT16,YGL207W,0.31,,,
BIR1,YJR089W,YGR031W,YGR031W,0.304,,,
BUD4,YJR092W,YIL152W,YIL152W,0.404,,,
RPL43B,YJR094W-A,YGL245W,YGL245W,0.472,,,
SOD1,YJR104C,CMD1,YBR109C,0.666,,,
SOD1,YJR104C,YDL176W,YDL176W,0.476,,,
SOD1,YJR104C,KAR2,YJL034W,0.767,,,
SOD1,YJR104C,LYS7,YMR038C,0.989,,,
CPA2,YJR109C,URA2,YJL130C,0.404,,,
CPA2,YJR109C,CPA1,YOR303W,0.983,,,
NNF1,YJR112W,MTW1,YAL034W-A,0.989,,,
NNF1,YJR112W,YPL233W,YPL233W,0.988,,,
RSM7,YJR113C,MRP10,YDL045W-A,0.298,,,
RSM7,YJR113C,RSM24,YDR175C,0.945,,,
RSM7,YJR113C,RSM23,YGL129C,0.298,,,
RSM7,YJR113C,RSM22,YKL155C,0.833,,,
RSM7,YJR113C,MRPS18,YNL306W,0.78,,,
YJR119C,YJR119C,FUN30,YAL019W,0.584,,,
YJR119C,YJR119C,SAS10,YDL153C,0.683,,,
YJR119C,YJR119C,YIL091C,YIL091C,0.663,,,
MCM22,YJR135C,YAR010C,YAR010C,0.509,,,
MCM22,YJR135C,AME1,YBR211C,0.625,,,
MCM22,YJR135C,YDR383C,YDR383C,0.632,,,
MCM22,YJR135C,CIK1,YMR198W,0.509,,,
HIR3,YJR140C,HPC2,YBR215W,0.788,,,
AUR1,YKL004W,RPG1,YBR079C,0.32,,,
AUR1,YKL004W,YRA1,YDR381W,0.364,,,
AUR1,YKL004W,ADO1,YJR105W,0.34,,,
BYE1,YKL005C,RIF1,YBR275C,0.286,,,
BYE1,YKL005C,RAD4,YER162C,0.29,,,
UFD4,YKL010C,DRS2,YAL026C,0.615,,,
UFD4,YKL010C,RPL40A,YIL148W,0.548,,,
UFD4,YKL010C,ACO1,YLR304C,0.639,,,
UFD4,YKL010C,KIN4,YOR233W,0.294,,,
PRP40,YKL012W,SNU71,YGR013W,0.989,,,
PRP40,YKL012W,SMD3,YLR147C,0.869,,,
PRP40,YKL012W,SMD2,YLR275W,0.939,,,
PRP40,YKL012W,YHC1,YLR298C,0.99,,,
PRP40,YKL012W,PRP39,YML046W,0.989,,,
PRP40,YKL012W,SME1,YOR159C,0.914,,,
PRP40,YKL012W,SMX3,YPR182W,0.944,,,
SWD2,YKL018W,MYO4,YAL029C,0.584,,,
SWD2,YKL018W,PTA1,YAL043C,0.99,,,
SWD2,YKL018W,NOP1,YDL014W,0.984,,,
SWD2,YKL018W,CFT1,YDR301W,0.99,,,
SWD2,YKL018W,YRA1,YDR381W,0.303,,,
SWD2,YKL018W,RVS167,YDR388W,0.986,,,
SWD2,YKL018W,SDC1,YDR469W,0.669,,,
SWD2,YKL018W,GLC7,YER133W,0.99,,,
SWD2,YKL018W,PUF4,YGL014W,0.706,,,
SWD2,YKL018W,YHR029C,YHR029C,0.826,,,
SWD2,YKL018W,FIP1,YJR093C,0.908,,,
SWD2,YKL018W,MPE1,YKL059C,0.989,,,
SWD2,YKL018W,PAP1,YKR002W,0.988,,,
SWD2,YKL018W,BRE2,YLR015W,0.99,,,
SWD2,YKL018W,CFT2,YLR115W,0.948,,,
SWD2,YKL018W,HSP60,YLR259C,0.559,,,
SWD2,YKL018W,YSH1,YLR277C,0.99,,,
SWD2,YKL018W,SSU72,YNL222W,0.835,,,
SWD2,YKL018W,YTH1,YPR107C,0.607,,,
YKL023W,YKL023W,YRA1,YDR381W,0.632,,,
YKL023W,YKL023W,RRS1,YOR294W,0.48,,,
TFA1,YKL028W,YAL053W,YAL053W,0.73,,,
TFA1,YKL028W,KAP123,YER110C,0.615,,,
TFA1,YKL028W,TFA2,YKR062W,0.99,,,
TFA1,YKL028W,STM1,YLR150W,0.716,,,
TFA1,YKL028W,RPS31,YLR167W,0.401,,,
TFA1,YKL028W,RPL37A,YLR185W,0.294,,,
TFA1,YKL028W,RCO1,YMR075W,0.986,,,
UGP1,YKL035W,NOP1,YDL014W,0.989,,,
UGP1,YKL035W,NOP14,YDL148C,0.985,,,
UGP1,YKL035W,SAS10,YDL153C,0.988,,,
UGP1,YKL035W,MPP10,YJR002W,0.651,,,
VPS24,YKL041W,SNF7,YLR025W,0.294,,,
YKL047W,YKL047W,HYP2,YEL034W,0.404,,,
YKL047W,YKL047W,SMI1,YGR229C,0.29,,,
YKL047W,YKL047W,SSB2,YNL209W,0.295,,,
ASK1,YKL052C,DAM1,YGR113W,0.488,,,
ASK1,YKL052C,SPC34,YKR037C,0.989,,,
ASK1,YKL052C,DAD2,YKR083C,0.939,,,
YKL056C,YKL056C,TEF4,YKL081W,0.988,,,
YKL056C,YKL056C,CAM1,YPL048W,0.989,,,
TOA2,YKL058W,YFR032C,YFR032C,0.319,,,
TOA2,YKL058W,MRPS18,YNL306W,0.507,,,
TOA2,YKL058W,YOR093C,YOR093C,0.332,,,
TOA2,YKL058W,TOA1,YOR194C,0.974,,,
MPE1,YKL059C,PAP1,YKR002W,0.968,,,
MPE1,YKL059C,CFT2,YLR115W,0.989,,,
MPE1,YKL059C,YSH1,YLR277C,0.99,,,
YKL061W,YKL061W,URH1,YDR400W,0.392,,,
YKL061W,YKL061W,YGL079W,YGL079W,0.404,,,
YKL061W,YKL061W,STE11,YLR362W,0.29,,,
YKL061W,YKL061W,YLR408C,YLR408C,0.286,,,
YKL069W,YKL069W,HOR2,YER062C,0.404,,,
YKL069W,YKL069W,CLC1,YGR167W,0.294,,,
YKL075C,YKL075C,NOP1,YDL014W,0.977,,,
YKL075C,YKL075C,YRA1,YDR381W,0.382,,,
YKL075C,YKL075C,YNL091W,YNL091W,0.988,,,
YKL075C,YKL075C,YNL164C,YNL164C,0.558,,,
YKL078W,YKL078W,YGR090W,YGR090W,0.99,,,
YKL078W,YKL078W,YGR251W,YGR251W,0.663,,,
YKL078W,YKL078W,CBF5,YLR175W,0.362,,,
YKL078W,YKL078W,UBP10,YNL186W,0.99,,,
YKL078W,YKL078W,NOP12,YOL041C,0.372,,,
TEF4,YKL081W,YHR155W,YHR155W,0.376,,,
TEF4,YKL081W,CAM1,YPL048W,0.868,,,
YKL088W,YKL088W,SIS2,YKR072C,0.939,,,
YKL088W,YKL088W,YOR054C,YOR054C,0.989,,,
BUD2,YKL092C,SWI6,YLR182W,0.406,,,
MBR1,YKL093W,NDE2,YDL085W,0.392,,,
MBR1,YKL093W,YJL118W,YJL118W,0.392,,,
MBR1,YKL093W,PIG1,YLR273C,0.392,,,
YJU2,YKL095W,SMD3,YLR147C,0.385,,,
CWP2,YKL097W-A,TFA1,YKL028W,0.406,,,
GFA1,YKL104C,PDC2,YDR081C,0.449,,,
GFA1,YKL104C,CLC1,YGR167W,0.282,,,
GFA1,YKL104C,CEF1,YMR213W,0.639,,,
DRC1,YKL108W,YGL245W,YGL245W,0.404,,,
DRC1,YKL108W,CYS4,YGR155W,0.38,,,
DRC1,YKL108W,YHR121W,YHR121W,0.298,,,
DRC1,YKL108W,MAM33,YIL070C,0.425,,,
KTI12,YKL110C,ELP2,YGR200C,0.387,,,
RAD27,YKL113C,POL30,YBR088C,0.663,,,
RAD27,YKL113C,RRP5,YMR229C,0.877,,,
RAD27,YKL113C,PSE1,YMR308C,0.989,,,
APN1,YKL114C,RIM1,YCR028C-A,0.824,,,
APN1,YKL114C,YRA1,YDR381W,0.681,,,
APN1,YKL114C,SRP1,YNL189W,0.722,,,
APN1,YKL114C,HHO1,YPL127C,0.332,,,
SBA1,YKL117W,RPL23A,YBL087C,0.311,,,
SBA1,YKL117W,SRO77,YBL106C,0.332,,,
SBA1,YKL117W,NPL4,YBR170C,0.319,,,
SBA1,YKL117W,DTR1,YBR180W,0.319,,,
SBA1,YKL117W,YGL140C,YGL140C,0.319,,,
SBA1,YKL117W,LSB1,YGR136W,0.527,,,
SBA1,YKL117W,KAR2,YJL034W,0.319,,,
SBA1,YKL117W,URA8,YJR103W,0.319,,,
SBA1,YKL117W,VID31,YKL054C,0.319,,,
SBA1,YKL117W,YOR262W,YOR262W,0.299,,,
SRP21,YKL122C,CMD1,YBR109C,0.559,,,
SRP21,YKL122C,MYO3,YKL129C,0.584,,,
SRP21,YKL122C,SEC65,YML105C,0.989,,,
SRP21,YKL122C,SRP72,YPL210C,0.989,,,
SRP21,YKL122C,SRP68,YPL243W,0.961,,,
SRP21,YKL122C,SRP54,YPR088C,0.989,,,
SSH4,YKL124W,MYO4,YAL029C,0.611,,,
SSH4,YKL124W,MLC1,YGL106W,0.673,,,
SSH4,YKL124W,MYO2,YOR326W,0.582,,,
YPK1,YKL126W,TEC1,YBR083W,0.376,,,
YPK1,YKL126W,SAC6,YDR129C,0.98,,,
YPK1,YKL126W,YIL105C,YIL105C,0.36,,,
YPK1,YKL126W,CRN1,YLR429W,0.988,,,
YPK1,YKL126W,YPK2,YMR104C,0.944,,,
YPK1,YKL126W,INP52,YNL106C,0.985,,,
PMU1,YKL128C,YER064C,YER064C,0.404,,,
PMU1,YKL128C,YTA12,YMR089C,0.392,,,
MYO3,YKL129C,CMD1,YBR109C,0.6,,,
MYO3,YKL129C,YGL242C,YGL242C,0.849,,,
APL2,YKL135C,YFL034W,YFL034W,0.439,,,
APL2,YKL135C,APM2,YHL019C,0.99,,,
APL2,YKL135C,APM1,YPL259C,0.968,,,
APL2,YKL135C,APL4,YPR029C,0.895,,,
MRP8,YKL142W,YEL043W,YEL043W,0.319,,,
MRP8,YKL142W,YFL054C,YFL054C,0.332,,,
MRP8,YKL142W,TRK1,YJL129C,0.319,,,
MRP8,YKL142W,ELM1,YKL048C,0.798,,,
RPC25,YKL144C,RPC37,YKR025W,0.876,,,
RPC25,YKL144C,RPC19,YNL113W,0.964,,,
YKL151C,YKL151C,MAM33,YIL070C,0.932,,,
RSM22,YKL155C,RSM10,YDR041W,0.48,,,
RSM22,YKL155C,RSM24,YDR175C,0.48,,,
RSM22,YKL155C,YRA1,YDR381W,0.702,,,
RSM22,YKL155C,RSM27,YGR215W,0.48,,,
RSM22,YKL155C,RSM19,YNR037C,0.48,,,
APE2,YKL157W,YER064C,YER064C,0.75,,,
RCN1,YKL159C,RAD4,YER162C,0.387,,,
RCN1,YKL159C,COD5,YGL005C,0.29,,,
YKL160W,YKL160W,MLC1,YGL106W,0.559,,,
YKL160W,YKL160W,CKA1,YIL035C,0.987,,,
YKL160W,YKL160W,MSC3,YLR219W,0.372,,,
YKL160W,YKL160W,CRN1,YLR429W,0.744,,,
PIR1,YKL164C,CBS1,YDL069C,0.451,,,
EBP2,YKL172W,FYV3,YDL151C,0.392,,,
EBP2,YKL172W,RGA2,YDR379W,0.286,,,
SNU114,YKL173W,PRP3,YDR473C,0.937,,,
SNU114,YKL173W,SMB1,YER029C,0.673,,,
SNU114,YKL173W,PRP43,YGL120C,0.44,,,
SNU114,YKL173W,SMD1,YGR074W,0.895,,,
SNU114,YKL173W,SMD3,YLR147C,0.93,,,
SNU114,YKL173W,SMD2,YLR275W,0.939,,,
SNU114,YKL173W,LSM7,YNL147W,0.83,,,
SNU114,YKL173W,SNU66,YOR308C,0.898,,,
ASH1,YKL185W,PHO23,YNL097C,0.318,,,
CNB1,YKL190W,CMD1,YBR109C,0.298,,,
CNB1,YKL190W,CMP2,YML057W,0.975,,,
CNB1,YKL190W,YOR315W,YOR315W,0.392,,,
DPH2,YKL191W,CPR1,YDR155C,0.584,,,
DPH2,YKL191W,ECM10,YEL030W,0.75,,,
DPH2,YKL191W,MNN1,YER001W,0.303,,,
DPH2,YKL191W,TRX2,YGR209C,0.372,,,
DPH2,YKL191W,SSC1,YJR045C,0.611,,,
DPH2,YKL191W,TRX1,YLR043C,0.36,,,
YKL195W,YKL195W,VPS29,YHR012W,0.394,,,
YKL195W,YKL195W,VPS35,YJL154C,0.413,,,
EAP1,YKL204W,CDC48,YDL126C,0.769,,,
EAP1,YKL204W,ESC8,YOL017W,0.29,,,
EAP1,YKL204W,CDC33,YOL139C,0.845,,,
YKL206C,YKL206C,PRE1,YER012W,0.286,,,
YKL206C,YKL206C,YLR199C,YLR199C,0.989,,,
YKL206C,YKL206C,PRE5,YMR314W,0.986,,,
UBA1,YKL210W,CYS3,YAL012W,0.584,,,
UBA1,YKL210W,POL12,YBL035C,0.507,,,
UBA1,YKL210W,SSE2,YBR169C,0.394,,,
UBA1,YKL210W,YDR415C,YDR415C,0.989,,,
UBA1,YKL210W,ADE3,YGR204W,0.663,,,
UBA1,YKL210W,KSP1,YHR082C,0.372,,,
UBA1,YKL210W,RAX2,YLR084C,0.303,,,
UBA1,YKL210W,SER1,YOR184W,0.883,,,
SAC1,YKL212W,SAS4,YDR181C,0.332,,,
SAC1,YKL212W,YRA1,YDR381W,0.332,,,
SAC1,YKL212W,HYP2,YEL034W,0.332,,,
SAC1,YKL212W,IMD2,YHR216W,0.332,,,
SAC1,YKL212W,STM1,YLR150W,0.527,,,
SAC1,YKL212W,ADH3,YMR083W,0.319,,,
SAC1,YKL212W,YPL099C,YPL099C,0.41,,,
DOA1,YKL213C,CDC48,YDL126C,0.989,,,
PAP1,YKR002W,FIP1,YJR093C,0.932,,,
OSH6,YKR003W,LYS12,YIL094C,0.29,,,
RSC4,YKR008W,SFH1,YLR321C,0.554,,,
RSC4,YKR008W,RSC2,YLR357W,0.989,,,
RSC4,YKR008W,RSC9,YML127W,0.99,,,
RSC4,YKR008W,ARP9,YMR033W,0.989,,,
RSC4,YKR008W,NPL6,YMR091C,0.781,,,
RSC4,YKR008W,ARP7,YPR034W,0.989,,,
FOX2,YKR009C,YBR094W,YBR094W,0.314,,,
FOX2,YKR009C,CYK3,YDL117W,0.364,,,
FOX2,YKR009C,RGA2,YDR379W,0.308,,,
TOF2,YKR010C,MLC1,YGL106W,0.615,,,
TOS5,YKR011C,RVS167,YDR388W,0.295,,,
TOS5,YKR011C,NAP1,YKR048C,0.406,,,
TOS5,YKR011C,CDC3,YLR314C,0.404,,,
DBP7,YKR024C,NOP1,YDL014W,0.988,,,
DBP7,YKR024C,YRA1,YDR381W,0.885,,,
DBP7,YKR024C,LOC1,YFR001W,0.303,,,
DBP7,YKR024C,RPF2,YKR081C,0.988,,,
DBP7,YKR024C,RRP5,YMR229C,0.989,,,
DBP7,YKR024C,NOP2,YNL061W,0.805,,,
DBP7,YKR024C,RRS1,YOR294W,0.858,,,
RPC37,YKR025W,YDL144C,YDL144C,0.319,,,
RPC37,YKR025W,FAR7,YFR008W,0.332,,,
RPC37,YKR025W,RPC31,YNL151C,0.5,,,
RPC37,YKR025W,RPO31,YOR116C,0.977,,,
RPC37,YKR025W,RET1,YOR207C,0.981,,,
RPC37,YKR025W,RPC40,YPR110C,0.983,,,
RPC37,YKR025W,RPC82,YPR190C,0.926,,,
YKR027W,YKR027W,CHS5,YLR330W,0.898,,,
SET3,YKR029C,RRP1,YDR087C,0.298,,,
SPC34,YKR037C,YRA1,YDR381W,0.627,,,
SPC34,YKR037C,GCN1,YGL195W,0.29,,,
SPC34,YKR037C,YKL138CA,YKL138C-A,0.404,,,
YKR038C,YKR038C,YER064C,YER064C,0.332,,,
YKR038C,YKR038C,YML036W,YML036W,0.332,,,
UTH1,YKR042W,TDH1,YJL052W,0.294,,,
NAP1,YKR048C,YRA1,YDR381W,0.75,,,
NAP1,YKR048C,SPT16,YGL207W,0.744,,,
NAP1,YKR048C,POB3,YML069W,0.705,,,
NAP1,YKR048C,SSB2,YNL209W,0.968,,,
YKR049C,YKR049C,UBP14,YBR058C,0.344,,,
YKR049C,YKR049C,YDR157W,YDR157W,0.364,,,
BET3,YKR068C,TRS20,YBR254C,0.385,,,
BET3,YKR068C,HSC82,YMR186W,0.298,,,
DRE2,YKR071C,SES1,YDR023W,0.75,,,
DRE2,YKR071C,TAH18,YPR048W,0.367,,,
SIS2,YKR072C,SSA3,YBL075C,0.387,,,
SIS2,YKR072C,RDH54,YBR073W,0.294,,,
SIS2,YKR072C,SWR1,YDR334W,0.295,,,
SIS2,YKR072C,MNS1,YJR131W,0.549,,,
SIS2,YKR072C,TRM2,YKR056W,0.404,,,
SIS2,YKR072C,CKA2,YOR061W,0.406,,,
YKR078W,YKR078W,SPO75,YLL005C,0.451,,,
RPF2,YKR081C,THR1,YHR025W,0.563,,,
RPF2,YKR081C,RRS1,YOR294W,0.663,,,
NUP133,YKR082W,DYN2,YDR424C,0.773,,,
NUP133,YKR082W,NUP159,YIL115C,0.688,,,
NUP133,YKR082W,NSP1,YJL041W,0.988,,,
NUP133,YKR082W,NUP82,YJL061W,0.681,,,
NUP133,YKR082W,UBA1,YKL210W,0.833,,,
NUP133,YKR082W,CRN1,YLR429W,0.984,,,
DAD2,YKR083C,YBR233WA,YBR233W-A,0.841,,,
DAD2,YKR083C,CDC48,YDL126C,0.295,,,
DAD2,YKR083C,YGL245W,YGL245W,0.404,,,
DAD2,YKR083C,DAM1,YGR113W,0.77,,,
DAD2,YKR083C,SEC65,YML105C,0.392,,,
DAD2,YKR083C,YMR075CA,YMR075C-A,0.645,,,
DAD2,YKR083C,ADH3,YMR083W,0.404,,,
PRP16,YKR086W,PIL1,YGR086C,0.847,,,
SRP40,YKR092C,NOP1,YDL014W,0.673,,,
SRP40,YKR092C,YRA1,YDR381W,0.396,,,
SRP40,YKR092C,PPN1,YDR452W,0.763,,,
SRP40,YKR092C,PRP43,YGL120C,0.988,,,
SRP40,YKR092C,SIK1,YLR197W,0.683,,,
SRP40,YKR092C,NOP58,YOR310C,0.987,,,
UBP11,YKR098C,BMH2,YDR099W,0.755,,,
UBP11,YKR098C,APG1,YGL180W,0.511,,,
DNM1,YLL001W,RTS1,YOR014W,0.277,,,
REM50,YLL002W,YNL246W,YNL246W,0.99,,,
ORC3,YLL004W,HAT2,YEL056W,0.989,,,
ORC3,YLL004W,ORC1,YML065W,0.99,,,
ORC3,YLL004W,HAT1,YPL001W,0.99,,,
ORC3,YLL004W,ORC4,YPR162C,0.99,,,
PSR1,YLL010C,PUT3,YKL015W,0.298,,,
PSR1,YLL010C,PSR2,YLR019W,0.867,,,
PSR1,YLL010C,WHI2,YOR043W,0.983,,,
HIF1,YLL022C,CDC48,YDL126C,0.625,,,
HIF1,YLL022C,RVS167,YDR388W,0.961,,,
HIF1,YLL022C,RPL40A,YIL148W,0.429,,,
HIF1,YLL022C,YJR154W,YJR154W,0.297,,,
HIF1,YLL022C,CRN1,YLR429W,0.989,,,
HIF1,YLL022C,TRI1,YMR233W,0.292,,,
HIF1,YLL022C,HAT1,YPL001W,0.99,,,
ISA1,YLL027W,YRA1,YDR381W,0.404,,,
ISA1,YLL027W,RVS167,YDR388W,0.295,,,
ISA1,YLL027W,SCP160,YJL080C,0.294,,,
ISA1,YLL027W,NFU1,YKL040C,0.404,,,
ISA1,YLL027W,YPL216W,YPL216W,0.392,,,
YLL032C,YLL032C,YHR121W,YHR121W,0.298,,,
GTT2,YLL060C,SSA3,YBL075C,0.316,,,
GTT2,YLL060C,IPP1,YBR011C,0.643,,,
GTT2,YLL060C,CMD1,YBR109C,0.308,,,
GTT2,YLL060C,TRX2,YGR209C,0.643,,,
GTT2,YLL060C,OYE2,YHR179W,0.34,,,
GTT2,YLL060C,RPL40A,YIL148W,0.41,,,
GTT2,YLL060C,TDH1,YJL052W,0.316,,,
GTT2,YLL060C,TRX1,YLR043C,0.451,,,
GTT2,YLL060C,CRN1,YLR429W,0.316,,,
GTT2,YLL060C,CDC21,YOR074C,0.364,,,
MHT1,YLL062C,YKR022C,YKR022C,0.392,,,
NOC3,YLR002C,TPS1,YBR126C,0.568,,,
NOC3,YLR002C,YRA1,YDR381W,0.576,,,
NOC3,YLR002C,STM1,YLR150W,0.34,,,
NOC3,YLR002C,NOP2,YNL061W,0.533,,,
NOC3,YLR002C,NOC2,YOR206W,0.99,,,
NOC3,YLR002C,RRS1,YOR294W,0.542,,,
SSL1,YLR005W,TFB4,YPR056W,0.989,,,
SSK1,YLR006C,SSK2,YNR031C,0.988,,,
LOT6,YLR011W,PRP21,YJL203W,0.29,,,
BRE2,YLR015W,SHG1,YBR258C,0.374,,,
BRE2,YLR015W,RVS167,YDR388W,0.986,,,
BRE2,YLR015W,PRK1,YIL095W,0.984,,,
BRE2,YLR015W,ERF2,YLR246W,0.374,,,
BRE2,YLR015W,CRN1,YLR429W,0.988,,,
BRE2,YLR015W,SPP1,YPL138C,0.99,,,
YLR022C,YLR022C,YAR010C,YAR010C,0.36,,,
YLR022C,YLR022C,HTA2,YBL003C,0.801,,,
YLR022C,YLR022C,YCR016W,YCR016W,0.291,,,
YLR022C,YLR022C,HMO1,YDR174W,0.808,,,
YLR022C,YLR022C,YRA1,YDR381W,0.88,,,
YLR022C,YLR022C,YKL056C,YKL056C,0.663,,,
YLR022C,YLR022C,STM1,YLR150W,0.36,,,
YLR022C,YLR022C,RRP5,YMR229C,0.974,,,
YLR022C,YLR022C,RIA1,YNL163C,0.546,,,
AAT2,YLR027C,FUN30,YAL019W,0.664,,,
AAT2,YLR027C,EFT2,YDR385W,0.585,,,
AAT2,YLR027C,TDH2,YJR009C,0.476,,,
ADE16,YLR028C,SLX1,YBR228W,0.392,,,
ADE16,YLR028C,ADE17,YMR120C,0.983,,,
RAD5,YLR032W,RRP1,YDR087C,0.298,,,
RAD5,YLR032W,YHR121W,YHR121W,0.298,,,
RSC58,YLR033W,HTA2,YBL003C,0.399,,,
RSC58,YLR033W,RSC6,YCR052W,0.957,,,
RSC58,YLR033W,RSC4,YKR008W,0.983,,,
RSC58,YLR033W,RSC2,YLR357W,0.957,,,
RSC58,YLR033W,RSC9,YML127W,0.99,,,
RSC58,YLR033W,ARP9,YMR033W,0.879,,,
RSC58,YLR033W,NPL6,YMR091C,0.989,,,
RSC58,YLR033W,ARP7,YPR034W,0.943,,,
MLH2,YLR035C,MLH1,YMR167W,0.451,,,
RIC1,YLR039C,RGP1,YDR137W,0.99,,,
RIC1,YLR039C,TRX2,YGR209C,0.375,,,
RIC1,YLR039C,SYG1,YIL047C,0.323,,,
RIC1,YLR039C,COF1,YLL050C,0.375,,,
IES3,YLR052W,RVB1,YDR190C,0.989,,,
IES3,YLR052W,INO80,YGL150C,0.99,,,
IES3,YLR052W,IES2,YNL215W,0.671,,,
IES3,YLR052W,ARP8,YOR141C,0.989,,,
IES3,YLR052W,RVB2,YPL235W,0.989,,,
SPT8,YLR055C,PDR15,YDR406W,0.392,,,
SPT8,YLR055C,YMR007W,YMR007W,0.645,,,
SHM2,YLR058C,YOL054W,YOL054W,0.87,,,
FRS1,YLR060W,ILS1,YBL076C,0.744,,,
FRS1,YLR060W,FRS2,YFL022C,0.989,,,
FRS1,YLR060W,GDS1,YOR355W,0.374,,,
MEF1,YLR069C,HYP2,YEL034W,0.48,,,
MEF1,YLR069C,YGL068W,YGL068W,0.48,,,
RGR1,YLR071C,SRB7,YDR308C,0.274,,,
RGR1,YLR071C,GAL11,YOL051W,0.968,,,
RGR1,YLR071C,SSN3,YPL042C,0.872,,,
RGR1,YLR071C,MED1,YPR070W,0.99,,,
SIC1,YLR079W,CDC28,YBR160W,0.882,,,
SRL2,YLR082C,YHL009WB,YHL009W-B,0.445,,,
SRL2,YLR082C,ABF1,YKL112W,0.584,,,
XDJ1,YLR090W,TFP1,YDL185W,0.298,,,
XDJ1,YLR090W,VMA7,YGR020C,0.769,,,
XDJ1,YLR090W,VMA10,YHR039C-B,0.405,,,
XDJ1,YLR090W,VMA13,YPR036W,0.645,,,
KIN2,YLR096W,RVS167,YDR388W,0.507,,,
CFT2,YLR115W,PTI1,YGR156W,0.558,,,
CFT2,YLR115W,FIP1,YJR093C,0.929,,,
CFT2,YLR115W,PAP1,YKR002W,0.897,,,
CFT2,YLR115W,YSH1,YLR277C,0.988,,,
CFT2,YLR115W,SSU72,YNL222W,0.974,,,
CFT2,YLR115W,PFS2,YNL317W,0.99,,,
CFT2,YLR115W,HSP82,YPL240C,0.664,,,
